Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Grit,Flow,Total Strokes,Total Reps,Total Sets,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,14/05/2017 10:57,FALSE,Priory Vale Ward Running,2.15,145,00:14:12,151,170,3.1,156,182,06:36,03:55,3,2,0,0,0,--,--,0,0,0,--,--,--,14:12,00:00,0,00:00,No,00:00.0,--,0
Running,13/05/2017 11:35,FALSE,Blunsdon St. Andrew Running,3.37,204,00:21:46,143,174,3.3,157,176,06:28,04:20,--,12,0,0,0,--,--,0,0,0,--,--,--,21:46,00:00,0,00:00,No,00:00.0,--,0
Running,07/05/2017 16:35,FALSE,Haydon Wick Running,3.62,281,00:26:33,155,181,4.1,150,215,07:19,04:54,4,4,0,0,0,--,--,0,0,0,--,--,--,26:33:00,00:00,0,00:00,No,00:00.0,--,0
Running,17/04/2017 12:49,FALSE,Haydon Wick Running,2.29,182,00:16:06,163,173,3.6,153,172,07:01,05:27,7,10,0.93,0,0,--,--,0,0,0,--,--,--,16:06,00:00,0,00:00,No,00:00.0,--,0
Running,14/04/2017 07:26,FALSE,Haydon Wick Running,2.73,193,00:17:11,160,186,3.8,163,172,06:18,05:19,17,15,0.98,0,0,--,--,0,0,0,--,--,--,17:11,00:00,0,00:00,No,00:00.0,--,0
Cycling,05/04/2017 06:54,FALSE,Cycling,9.37,274,00:28:44,144,182,3.9,--,--,19.6,35.1,41,58,0,0,0,--,--,0,0,0,--,--,--,28:44:00,00:00,0,00:00,No,00:00.0,--,0
Other,14/03/2017 06:19,FALSE,Other,2.64,288,00:51:06,119,188,2.9,--,--,3.1,11.7,6,20,0,0,0,--,--,0,0,0,--,--,--,51:06:00,00:00,0,00:00,No,00:00.0,--,0
Running,14/03/2017 05:53,FALSE,Running,3.12,280,00:24:56,161,198,4.3,144,242,07:59,05:16,48,24,0.87,0,0,--,--,0,0,0,--,--,--,24:56:00,00:00,0,00:00,No,00:00.0,--,0
Cycling,12/03/2017 06:27,FALSE,Cycling,31.75,921,01:38:33,156,184,5,--,--,19.3,45,123,124,0,0,0,69,99,0,0,0,5789,--,--,01:38:33,00:00,0,00:00,No,00:00.0,--,0
Running,11/03/2017 06:27,FALSE,Running,2.68,217,00:20:25,152,185,3.4,147,235,07:37,03:49,34,5,0.89,0,0,--,--,0,0,0,--,--,--,20:25,00:00,0,00:00,No,00:00.0,--,0
Running,27/01/2017 05:55,FALSE,Running,2.99,234,00:21:12,157,183,3.5,154,248,07:05,04:54,45,13,0.92,0,0,--,--,0,0,0,--,--,--,21:12,00:00,0,00:00,No,00:00.0,--,0
Running,27/12/2016 10:20,FALSE,Haydon Wick Running,5.02,387,00:35:44,153,180,4.1,155,174,07:07,04:50,17,14,0.9,0,0,--,--,0,0,0,--,--,--,35:44:00,00:00,0,00:00,No,00:00.0,--,0
Running,26/12/2016 19:11,FALSE,Haydon Wick Running,0.03,1,00:26.9,84,91,1,118,118,14:08,11:01,--,--,0.6,0,0,--,--,0,0,0,--,--,--,00:26.9,00:00,0,00:00,No,00:00.0,--,0
Running,25/12/2016 08:43,FALSE,Haydon Wick Running,3.33,265,00:19:12,171,195,4,166,174,05:46,04:36,8,8,1.04,0,0,--,--,0,0,0,--,--,--,19:12,00:00,0,00:00,No,00:00.0,--,0
